Loan_ID,Customer_ID,Disbursal_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Vehicle_Type,Branch
LN002685,CU001906,2023-11-12,201209,36,17.01,7174.65,Commercial Vehicle,Kochi
LN003506,CU003812,16 Jun 2023,67734,36,17.53,2432.81,two wheeler,Kochi
LN000343,CU003199,31 May 2021,"₹66,387",48,10.36,1695.25,2 Wheeler,Kolkata
LN000475,CU001951,15-02-2023,241542,12,10.3,21269.1,two wheeler,Kochi
LN003624,CU000187,28 Jan 2021,154733,24,9.96,7137.29,car,Pune
LN002346,CU000800,12/27/2023,"₹179,831",36,17.54,6459.9,CAR,Coimbatore
LN002594,CU001567,19-09-2022,174659,36,15.38,6087.16,two wheeler,Bangalore
LN002592,CU003558,03-08-2023,80948,36,13.6,2750.91,Car ,Ahmedabad
LN003887,CU002665,23/12/2022,"₹88,194",36,14.7,3044.33,Car,Kolkata
LN002643,CU003714,13/04/2023,127814,36,16.6,4531.51,Car,Thrissur
LN001859,CU001447,2023-02-25,122719,24,13.58,5867.77,tractor,Kolkata
LN002861,CU001882,21 May 2022,216093,36,9.74,6946.36,two wheeler,Kolkata
LN000491,CU003669,07/02/2022,125190,24,15.89,6123.11,CV,  Pune 
LN003681,CU002800,2022-11-27,145134,60,10.76,3138.22,TRACTOR,Kozhikode
LN004488,CU000728,2023-01-29,143708,36,16.62,5096.45,2 Wheeler,Pune
LN000374,CU000406,2024-06-30,192200,24,13.2,9155.6,Car,Kozhikode
LN002443,CU001865,2022-04-08,190354,12,10.62,16790.08,tractor,Chennai
LN000686,CU002296,06/24/2022,184355,12,13.57,16515.43,Car ,  Kochi 
LN004852,CU002378,14 Aug 2021,119953,24,,5655.01,Car ,Mumbai
LN000255,CU002379,14-01-2021,164294,24,9.9,7573.75,TWO WHEELER,Mumbai
LN004437,CU003336,08/18/2022,127909,60,14.34,2998.81,Two-Wheeler,Kochi
LN000002,CU003425,23-04-2021,405698,12,15.1,36636.76,Tractor,Ahmedabad
LN004986,CU000527,31-07-2022,160837,24,18.28,8051.42,TWO WHEELER,Kolkata
LN001875,CU002788,07/16/2022,87309,36,15.04,3028.31,tractor,Chennai
LN004628,CU003876,28/04/2021,77128,24,12.48,3648.0,Two-Wheeler,Chennai
LN002457,CU000962,2021-08-04,256445,48,14.83,7114.98,Two Wheeler,Thrissur
LN001223,CU003042,09/01/2021,474170,24,10.0,21880.54,Car ,Chennai
LN003732,CU000742,01-07-2023,172001,48,12.06,4534.51,Two Wheeler,Kochi
LN000296,CU000415,07 Aug 2022,186986,36,15.84,6559.11,Car,Kochi
LN000710,CU004082,2023-01-20,181859,24,9.59,8357.5,Car,Ahmedabad
LN002060,CU000818,08-04-2021,40000,60,10.35,856.79,two wheeler,Kolkata
LN004642,CU002619,17/06/2021,193860,36,9.62,6220.79,two wheeler,Hyderabad
LN003496,CU003452,08/08/2022,88773,36,13.06,2993.68,2 Wheeler,Hyderabad
LN002330,CU003858,2024-04-25,137325,36,14.6,4733.56,2 Wheeler,Mumbai
LN002995,CU004258,20/02/2021,"₹302,678",36,14.28,10386.03,TWO WHEELER,Pune
LN004751,CU000325,10/20/2022,"₹68,803",48,12.28,1821.32,Car ,Coimbatore
LN002971,CU001554,27-04-2023,"₹61,852",48,9.77,1561.9,CV,Mumbai
LN002667,CU002402,02-09-2023,138758,36,17.33,4969.92,2 Wheeler,Mumbai
LN002197,CU000590,11/15/2022,149721,24,17.94,7470.35,Two Wheeler,Bangalore
LN004418,CU003982,10/25/2021,70245,36,13.73,2391.61,tractor,Coimbatore
LN001943,CU004409,10/04/2022,410627,60,11.78,9088.59,2 Wheeler,Kozhikode
LN001352,CU000132,05-02-2021,299581,36,17.88,10812.55,Two-Wheeler,Kolkata
LN000190,CU002229,11/11/2023,"₹296,053",48,10.8,7622.92,2 Wheeler,Delhi NCR
LN003595,CU002630,15 Mar 2023,95349,48,14.17,2613.69,Two Wheeler,Delhi NCR
LN004561,CU000018,21-04-2021,"₹91,090",48,15.16,2542.5,Two Wheeler,Pune
LN001373,CU002611,15-08-2022,"₹180,157",12,14.54,16221.59,Car ,Delhi NCR
LN001296,CU001632,2021-11-24,135196,12,15.14,12211.5,2 Wheeler,  Hyderabad 
LN002486,CU001376,08/12/2022,203001,12,17.36,18549.36,Car,Bangalore
LN000556,CU002103,12-09-2022,49982,24,17.91,2493.13,Car ,Mumbai
LN001111,CU000677,22 Oct 2022,150064,48,12.65,3999.82,2 Wheeler,Coimbatore
LN001189,CU004386,2022-06-13,174280,12,13.51,15607.95,TWO WHEELER,Thrissur
LN003720,CU003889,04/12/2022,140264,48,18.14,4130.52,tractor,Chennai
LN003628,CU001788,08/03/2023,158605,24,,7524.74,CAR,Kochi
LN001218,CU000179,11 Jun 2024,"₹114,789",24,17.69,5713.56,Two Wheeler,Ahmedabad
LN003828,CU002113,23/09/2021,56348,36,14.23,1932.14,Two Wheeler,Chennai
LN000988,CU003367,2024-05-07,76845,48,13.5,2080.68,Two Wheeler,Coimbatore
LN002048,CU000833,22/12/2021,"₹65,435",36,11.84,2168.38,Commercial  Vehicle,Thrissur
LN001708,CU000924,15/05/2024,75043,36,14.41,2579.76,2 Wheeler,Hyderabad
LN000668,CU001893,04/04/2022,133737,36,16.06,4705.76,Commercial  Vehicle,Mumbai
LN002424,CU003718,07/24/2021,"₹114,562",24,16.26,5623.55,Two-Wheeler,Ahmedabad
LN000057,CU000769,25/08/2022,168558,60,14.18,3937.8,Car,Bangalore
LN003695,CU004068,03/11/2021,186003,60,,4095.36,TWO WHEELER,Bangalore
LN001054,CU001056,02 Feb 2024,115479,24,11.22,5394.03,Car ,Kochi
LN002529,CU003214,27/09/2022,241930,24,10.09,11173.89,TWO WHEELER,Mumbai
LN003035,CU000907,22-03-2021,391929,36,14.42,13475.29,Car,Ahmedabad
LN003421,CU000974,05/24/2021,93581,24,18.36,4688.24,Commercial  Vehicle,Pune
LN004094,CU000976,11/21/2023,243615,48,11.39,6342.6,Two Wheeler,Mumbai
LN000704,CU003468,26 May 2023,"₹156,982",60,13.39,3603.24,CAR,Mumbai
LN002769,CU002377,22-11-2022,"₹149,298",24,14.38,7195.06,Commercial  Vehicle,Pune
LN003558,CU000751,12/12/2021,162525,12,15.96,14742.96,2 Wheeler,Kozhikode
LN000017,CU002262,13 Aug 2022,258150,60,12.85,5853.9,Two-Wheeler,Thrissur
LN004406,CU001035,24-04-2021,"₹116,293",36,14.01,3975.18,Car,Mumbai
LN000135,CU002221,2022-03-31,264706,24,13.19,12608.24,Tractor,Coimbatore
LN004098,CU001224,12-05-2022,168945,24,11.85,7941.0,car,Chennai
LN000438,CU001092,07/03/2022,87449,12,16.26,7945.09,two wheeler,Kolkata
LN003635,CU001772,09/03/2022,104144,48,11.73,2728.73,Two Wheeler,Bangalore
LN004931,CU003737,2023-02-13,"₹160,127",60,15.61,3860.87,Car ,Delhi NCR
LN004668,CU000504,2021-08-16,258678,24,11.29,12091.28,2 Wheeler,Chennai
LN003759,CU003128,17/06/2021,178081,24,14.85,8621.86,Car ,Thrissur
LN000445,CU003599,28-08-2023,"₹77,903",12,15.93,7065.63,Two-Wheeler,Bangalore
LN002567,CU000876,04 Mar 2024,95712,48,13.73,2602.53,commercial vehicle,Hyderabad
LN003240,CU000192,01/04/2023,185901,36,17.11,6638.06,car,Thrissur
LN002748,CU004026,07/26/2021,232335,36,12.32,7752.4,car,Thrissur
LN002257,CU001874,13/08/2022,124260,36,10.9,4062.23,Car ,Kolkata
LN001192,CU000587,30-11-2022,201374,36,18.03,7283.18,commercial vehicle,Bangalore
LN002332,CU004286,11/03/2023,58105,12,14.37,5227.2,Car ,Hyderabad
LN001087,CU001593,08/09/2023,"₹126,382",48,,3726.35,Car ,Kozhikode
LN000426,CU004584,08/01/2023,147761,48,14.17,4050.4,CAR,Hyderabad
LN003983,CU003153,05-07-2021,104384,24,17.64,5193.14,Two Wheeler,Kolkata
LN001114,CU002290,11/02/2021,131965,48,10.46,3376.2,Two-Wheeler,Chennai
LN000275,CU002220,2023-10-08,57807,24,14.1,2778.21,Two-Wheeler,Hyderabad
LN004463,CU002703,16/01/2023,"₹140,411",48,13.72,3817.25,2 Wheeler,Kolkata
LN001181,CU000237,17-05-2022,114791,12,15.0,10360.84,car,Ahmedabad
LN003667,CU000306,2021-09-07,165877,48,12.26,4389.38,commercial vehicle,Mumbai
LN002524,CU004255,10/15/2023,62800,60,15.6,1513.86,TWO WHEELER,Bangalore
LN003065,CU003743,09/11/2022,77613,12,12.49,6913.62,Car ,Bangalore
LN003625,CU002302,04/05/2023,"₹386,299",24,15.36,18796.48,car,Kolkata
LN001536,CU000235,10 May 2021,171312,48,12.04,4514.67,CAR,  Hyderabad 
LN003818,CU004219,2022-12-04,"₹142,795",24,9.56,6560.3,car,Chennai
LN004980,CU002072,2021-02-18,"₹346,549",24,10.49,16069.97,TRACTOR,Delhi NCR
LN002696,CU003356,19-05-2022,177084,24,13.92,8495.62,Commercial Vehicle,Kochi
LN003836,CU003863,2021-04-19,"₹151,604",12,13.51,13577.16,TWO WHEELER,Kochi
LN003896,CU003015,11 Feb 2022,176774,48,12.55,4703.02,N/A,Thrissur
LN000871,CU003413,05/03/2023,66058,24,17.37,3277.81,CAR,Mumbai
LN000768,CU001731,18/05/2022,61260,36,11.45,2018.65,Commercial  Vehicle,Pune
LN001954,CU003894,31 Jul 2022,"₹159,305",48,10.43,4073.36,Car,Kochi
LN004917,CU001903,12/23/2022,100658,24,16.5,4952.61,two wheeler,  Ahmedabad 
LN002238,CU002230,06/21/2023,70621,24,13.83,3385.05,Car ,Ahmedabad
LN001205,CU004334,23-06-2023,131496,12,18.26,12071.83,two wheeler,Delhi NCR
LN004276,CU000515,13 Mar 2021,123595,24,10.04,5705.56,Car,Delhi NCR
LN004939,CU002727,21-11-2022,83229,24,16.38,4090.28,Commercial  Vehicle,Thrissur
LN001122,CU002943,05/09/2022,125529,36,,4114.42,Two Wheeler,Kolkata
LN002903,CU000893,11 Sep 2023,145786,36,12.54,4879.87,Two Wheeler,Coimbatore
LN001962,CU000477,03/08/2021,202403,12,16.16,18379.53,Commercial Vehicle,Coimbatore
LN004889,CU003153,02-03-2021,"₹62,435",60,15.89,1514.65,Two-Wheeler,Mumbai
LN003474,CU000060,13-04-2023,113595,48,12.61,3025.53,CAR,Chennai
LN003777,CU000160,31 Oct 2021,154270,60,16.28,3774.54,Car ,Delhi NCR
LN000864,CU003866,21 Apr 2022,190257,48,17.26,5515.5,Car ,Pune
LN002723,CU004321,25-12-2022,"₹175,206",36,14.09,5995.79,Car,  Hyderabad 
LN001275,CU000845,07/17/2022,"₹58,822",60,13.99,1368.38,car,Delhi NCR
LN001320,CU000571,30-01-2023,192740,36,17.68,6937.11,Car,Kozhikode
LN003709,CU002064,02/25/2024,"₹284,462",48,16.59,8147.95,CV,Mumbai
LN000051,CU002632,23-04-2024,"₹240,164",36,16.07,8451.76,tractor,Kolkata
LN004415,CU002700,02/11/2022,99737,36,15.4,3476.98,Car,Bangalore
LN004217,CU003366,11/24/2022,154686,36,10.94,5059.83,2 Wheeler,Kolkata
LN004715,CU003287,19 Sep 2022,209091,48,9.61,5264.01,car,Hyderabad
LN001317,CU001465,08/09/2023,"₹132,934",36,16.72,4720.96,CAR,Hyderabad
LN000075,CU000168,18/08/2022,51768,12,17.65,4737.47,car,Bangalore
LN001968,CU002001,2023-12-12,"₹200,537",48,10.91,5174.22,TWO WHEELER,Pune
LN001217,CU001896,17-10-2022,66706,24,17.3,3307.72,two wheeler,Kozhikode
LN004093,CU000719,21 Jan 2022,136035,60,9.81,2877.64,Car ,Kozhikode
LN000844,CU000380,04-06-2021,133135,60,15.67,3214.29,2 Wheeler,Thrissur
LN002339,CU001203,11/14/2022,269592,48,10.1,6850.5,CAR,Kolkata
LN002741,CU004495,02/23/2022,134425,60,14.18,3140.39,CAR,Hyderabad
LN001286,CU000842,04/10/2023,"₹80,604",24,14.95,3906.3,TWO WHEELER,Kolkata
LN001995,CU001345,22/04/2022,56786,24,14.89,2750.4,Commercial  Vehicle,Kozhikode
LN000479,CU000308,27/08/2023,130859,24,17.94,6529.23,commercial vehicle,Kozhikode
LN003462,CU001306,02/04/2021,172392,36,14.66,5947.36,two wheeler,Bangalore
LN004171,CU001072,25 Aug 2021,86805,60,14.95,2062.81,tractor,Pune
LN000575,CU003897,06/05/2024,122884,48,14.86,3411.24,Two-Wheeler,Ahmedabad
LN001457,CU001248,08 Jun 2023,85425,36,14.83,2954.18,Tractor,Pune
LN003669,CU000040,17/11/2023,96063,36,13.88,3277.61,Commercial Vehicle,Thrissur
LN004077,CU003028,15-02-2023,"₹226,424",60,17.51,5689.5,2 Wheeler,Chennai
LN002366,CU002385,2023-08-18,84553,48,10.71,2173.43,two wheeler,Ahmedabad
LN000655,CU003270,11-08-2021,74799,24,17.15,3703.63,TWO WHEELER,Chennai
LN003807,CU001588,2022-09-22,112946,48,9.89,2858.64,tractor,Pune
LN004449,CU003031,05/08/2022,85481,60,,2014.34,Tractor,Kozhikode
LN003741,CU002873,11/03/2021,75397,60,17.56,1896.59,Car,  Delhi NCR 
LN001234,CU001180,13-05-2022,100955,60,10.64,2176.92,Commercial  Vehicle,Bangalore
LN002310,CU003723,20-09-2021,130345,48,13.6,3535.77,Two Wheeler,Chennai
LN004008,CU003273,08/06/2021,"₹113,094",36,16.96,4029.86,CV,Thrissur
LN003719,CU002898,11/06/2023,85295,24,16.99,4216.77,two wheeler,Chennai
LN002562,CU003977,06/04/2021,"₹231,954",12,10.33,20428.06,CAR,Mumbai
LN003385,CU001100,01/18/2021,175980,48,14.71,4871.82,CV,Pune
LN000441,CU001093,22/10/2022,104065,48,15.82,2939.65,CAR,Bangalore
LN000984,CU001244,01/09/2021,66000,24,10.98,3075.5,TWO WHEELER,Pune
LN001881,CU002116,2023-07-25,132598,36,14.89,4589.41,TWO WHEELER,Kochi
LN003449,CU002774,13/10/2021,92832,60,11.33,2033.7,CAR,Thrissur
LN000206,CU003416,2023-03-27,153237,60,13.78,3548.1,commercial vehicle,Thrissur
LN004966,CU001782,25-05-2021,66195,24,11.82,3110.47,Car,Thrissur
LN003361,CU000286,22-11-2023,174204,36,17.15,6223.86,tractor,Kochi
LN002105,CU001422,08/01/2022,103757,48,12.4,2752.74,Car,Mumbai
LN003757,CU000977,05 Jun 2021,217830,48,16.82,6265.23,car,Mumbai
LN001409,CU002283,13/05/2021,157937,36,10.06,5100.63,2 Wheeler,Pune
LN004954,CU002137,03/10/2021,176741,24,14.33,8513.42,two wheeler,Hyderabad
LN000532,CU002207,07 Mar 2024,89299,36,16.04,3141.25,two wheeler,Hyderabad
LN003723,CU000548,2023-07-05,89098,48,17.49,2593.57,TWO WHEELER,Bangalore
LN000980,CU001957,2024-02-09,62166,12,17.37,5680.76,CAR,Thrissur
LN000590,CU002056,07/08/2022,75822,48,12.0,1996.68,Two-Wheeler,Chennai
LN002286,CU002617,17/03/2024,77896,36,13.99,2661.92,TRACTOR,Pune
LN001905,CU004400,04/18/2024,245202,36,16.09,8631.47,N/A,Chennai
LN001451,CU004406,01/06/2024,108486,36,,3796.39,tractor,Kochi
LN001174,CU001273,27-05-2021,177496,48,14.3,4877.09,Car ,Chennai
LN000606,CU001058,2024-05-26,"₹228,807",48,16.32,6522.01,TRACTOR,Pune
LN001786,CU004546,31 May 2022,82800,24,16.27,4064.84,two wheeler,Pune
LN000176,CU000738,11/16/2021,94310,12,17.15,8608.24,car,Bangalore
LN004806,CU001546,06-09-2022,199571,36,14.21,6841.24,2 Wheeler,Ahmedabad
LN001481,CU000109,05/11/2021,214257,48,15.68,6037.05,Car,Coimbatore
LN003483,CU003849,24-03-2022,"₹61,805",36,9.64,1983.84,2 Wheeler,Kochi
LN000413,CU002174,26 Apr 2021,"₹188,316",60,9.64,3967.88,two wheeler,Kozhikode
LN001391,CU003205,12/04/2021,"₹43,773",36,15.21,1521.91,car,Thrissur
LN001342,CU003961,05/07/2023,78508,48,10.14,1996.45,TRACTOR,Ahmedabad
LN001108,CU001816,23/10/2021,170106,60,17.48,4271.6,2 Wheeler,Kolkata
LN002078,CU001012,2023-04-09,97463,60,16.31,2386.19,CV,Delhi NCR
LN003744,CU002943,2023-04-11,143343,12,11.09,12674.91,Car,Coimbatore
LN003631,CU000217,02-04-2024,125962,36,16.73,4473.98,Two Wheeler,  Ahmedabad 
LN004963,CU000984,25 May 2021,"₹204,340",12,12.0,18155.36,2 Wheeler,Chennai
LN003372,CU000465,28 Nov 2023,157288,60,15.4,3774.98,Commercial  Vehicle,Pune
LN000079,CU002188,21 May 2023,91586,48,17.47,2665.04,CAR,Kolkata
LN002908,CU003312,14/12/2022,142235,36,13.04,4795.2,Two-Wheeler,Bangalore
LN004189,CU002894,04/04/2023,"₹133,739",60,13.65,3087.66,Car,Kochi
LN004445,CU003594,11/07/2022,118473,60,16.75,2928.46,Two-Wheeler,Mumbai
LN003825,CU003344,05/14/2024,106277,12,12.05,9445.07,Two-Wheeler,Bangalore
LN000265,CU003433,26-06-2021,107680,24,17.96,5373.75,Two Wheeler,Kolkata
LN004395,CU003606,08/05/2024,"₹99,872",36,12.09,3321.47,TWO WHEELER,Coimbatore
LN001599,CU001440,2022-05-02,290565,48,17.28,8426.42,2 Wheeler,Thrissur
LN002323,CU001606,23-01-2021,"₹123,147",36,13.95,4205.88,TRACTOR,Coimbatore
LN004361,CU000542,02/04/2021,95429,36,15.53,3332.9,Tractor,Coimbatore
LN004904,CU002838,16-08-2022,149891,24,17.26,7429.69,Car,Thrissur
LN004569,CU002092,06/09/2023,50101,36,11.69,1656.66,Commercial  Vehicle,Pune
LN004727,CU003477,15 Aug 2023,63895,24,17.82,3184.35,Commercial  Vehicle,Kozhikode
LN001179,CU001248,05/26/2024,"₹188,360",36,11.03,6169.34,TWO WHEELER,Mumbai
LN002071,CU000673,19-06-2024,156632,12,10.73,13823.68,commercial vehicle,Kozhikode
LN003787,CU000498,17-12-2023,"₹165,218",36,14.41,5679.72,TWO WHEELER,Coimbatore
LN004728,CU002177,2023-12-12,189852,48,11.53,4955.83,Car,Hyderabad
LN002387,CU000168,04-03-2023,84004,12,11.24,7433.82,TRACTOR,Mumbai
LN002276,CU002151,29 Aug 2021,"₹134,015",36,14.26,4597.26,N/A,Bangalore
LN001341,CU000425,16 Dec 2022,160186,36,10.33,5193.61,Car ,Kozhikode
LN004932,CU003410,30-04-2023,"₹135,482",24,17.8,6750.73,2 Wheeler,Chennai
LN003238,CU001506,03-11-2021,126520,24,13.78,6061.45,Commercial  Vehicle,Kochi
LN002641,CU000131,2024-03-22,131329,48,14.5,3621.78,Two Wheeler,Kochi
LN004221,CU002022,21 Oct 2023,109845,36,9.91,3539.75,two wheeler,Kolkata
LN000011,CU000912,2022-02-26,180456,48,,4788.51,TRACTOR,Bangalore
LN000439,CU003317,16 Aug 2022,66367,24,14.77,3210.67,Two-Wheeler,Mumbai
LN001367,CU000252,10/30/2023,121469,24,9.86,5597.33,Two Wheeler,Kochi
LN000972,CU000754,2021-09-02,133025,24,11.76,6247.05,2 Wheeler,Chennai
LN002461,CU002877,07 May 2023,162953,60,10.9,3534.87,CAR,Pune
LN001483,CU000296,08/10/2023,"₹285,734",12,13.99,25653.89,CAR,Mumbai
LN000670,CU002489,29/05/2024,158589,36,18.38,5763.65,CAR,Ahmedabad
LN002915,CU004589,16-12-2022,96555,24,11.71,4532.11,Commercial Vehicle,Delhi NCR
LN002894,CU002278,15/06/2024,321262,60,10.56,6914.73,N/A,Kochi
LN004222,CU001617,02 Aug 2021,220924,24,17.95,11024.1,2 Wheeler,Bangalore
LN002306,CU003510,24/09/2023,179160,36,16.81,6370.61,Two Wheeler,Bangalore
LN004876,CU002578,09/10/2021,"₹246,351",24,15.67,12023.3,2 Wheeler,Bangalore
LN001927,CU002684,30 Apr 2023,"₹130,619",48,14.9,3628.61,Two-Wheeler,Chennai
LN001338,CU001160,25-07-2022,140076,36,14.17,4799.04,two wheeler,Chennai
LN003588,CU000416,13/02/2024,115961,24,9.97,5349.41,Two Wheeler,Delhi NCR
LN003077,CU002162,04/03/2024,189955,36,14.31,6520.85,Car ,Ahmedabad
LN004295,CU000193,17 Jan 2023,157644,36,9.99,5085.99,N/A,Bangalore
LN000629,CU003882,01/09/2021,"₹129,386",24,13.9,6206.08,Car,Ahmedabad
LN000410,CU002095,2022-09-11,430412,12,12.77,38396.8,TRACTOR,Thrissur
LN004864,CU004123,2023-11-18,92041,36,10.01,2970.34,CAR,Delhi NCR
LN001199,CU000522,10/23/2021,125919,36,15.67,4406.45,Two Wheeler,Ahmedabad
LN002637,CU002468,2023-08-11,213386,24,14.34,10279.58,commercial vehicle,Kozhikode
LN003668,CU002936,11/18/2023,417930,36,10.61,13605.43,commercial vehicle,Mumbai
LN002680,CU001248,05 Sep 2022,107594,36,10.79,3511.8,Commercial Vehicle,Pune
LN001202,CU004006,2023-01-19,222222,48,16.32,6334.31,TWO WHEELER,Coimbatore
LN004110,CU004350,29/10/2021,216245,24,14.99,10483.97,car,Bangalore
LN000761,CU004000,2023-01-04,240754,24,16.41,11835.28,2 Wheeler,Kolkata
LN003107,CU004410,29-12-2021,164540,24,12.5,7783.94,Car,Hyderabad
LN003611,CU002826,29/04/2021,180577,60,15.32,4326.31,2 Wheeler,Kozhikode
LN004079,CU002420,04/02/2021,136175,24,12.3,6429.32,Two-Wheeler,Chennai
LN004729,CU003874,2022-01-23,"₹141,867",24,15.52,6913.76,Car ,Pune
LN001601,CU003862,2023-01-11,195807,24,16.34,9619.16,Commercial  Vehicle,Pune
LN002212,CU003349,06/30/2023,95447,48,10.18,2429.04,2 Wheeler,Kozhikode
LN003417,CU000909,2021-11-10,120862,36,13.52,4102.66,Car,Mumbai
LN001594,CU000741,21 Aug 2022,158072,60,16.91,3920.85,two wheeler,Coimbatore
LN001459,CU000205,30-01-2024,"₹129,681",36,,4294.27,Car ,Bangalore
LN004582,CU002618,04/12/2021,227103,36,14.58,7825.97,CAR,Delhi NCR
LN002179,CU003497,02-05-2022,80662,36,14.97,2794.99,2 Wheeler,Kozhikode
LN003112,CU004158,15/01/2021,242481,12,14.73,21855.04,Car,Kozhikode
LN002282,CU000787,06/06/2022,"₹112,293",60,16.35,2751.67,CV,Kozhikode
LN000694,CU000933,27/10/2022,145172,24,17.51,7213.26,2 Wheeler,Coimbatore
LN001579,CU001309,01/29/2021,165407,24,12.76,7845.12,N/A,Kolkata
LN002061,CU003337,09 Jan 2023,"₹152,189",12,12.5,13557.43,TWO WHEELER,Kolkata
LN004850,CU002320,24-11-2021,99405,24,14.16,4780.24,TWO WHEELER,Kolkata
LN002985,CU002629,05-12-2021,212828,12,13.2,19029.19,Car,Chennai
LN002352,CU004423,25-07-2021,124923,24,15.03,6058.88,CAR,Kozhikode
LN002614,CU002144,01/05/2024,151901,48,9.62,3824.94,Commercial Vehicle,Chennai
LN003931,CU002668,09/25/2021,250296,36,,8569.12,CAR,Delhi NCR
LN003717,CU002698,08/25/2022,358937,24,11.46,16806.04,TWO WHEELER,Chennai
LN003064,CU001167,17 Jul 2022,"₹171,049",48,10.61,4388.52,car,Bangalore
LN001371,CU002755,09-05-2024,180014,36,13.25,6087.08,TWO WHEELER,Ahmedabad
LN004250,CU003150,28 May 2022,"₹71,113",36,10.72,2318.73,CAR,Ahmedabad
LN000509,CU002362,02/26/2024,"₹193,764",24,17.11,9590.38,TRACTOR,Pune
LN000043,CU003831,21-12-2021,97857,48,10.74,2516.83,Two Wheeler,Bangalore
LN001241,CU001800,2021-10-15,"₹93,783",48,15.89,2652.56,Two Wheeler,Delhi NCR
LN001419,CU002858,2024-03-17,"₹102,047",36,16.78,3627.09,2 Wheeler,Mumbai
LN000879,CU004598,03 Apr 2024,154874,12,11.78,13744.43,N/A,Kozhikode
LN001484,CU001401,03/16/2024,80412,24,13.1,3826.71,commercial vehicle,Kochi
LN003780,CU002958,07/30/2023,122599,36,17.13,4378.92,Commercial Vehicle,Thrissur
LN002472,CU001790,11/30/2023,322173,48,18.4,9531.3,Two-Wheeler,Chennai
LN004456,CU002984,2024-05-13,161656,36,12.16,5381.65,CAR,Mumbai
LN000056,CU004004,21/04/2023,94130,24,11.35,4402.51,Car,Kozhikode
LN000880,CU003341,18 Sep 2021,67623,48,13.96,1846.54,2 Wheeler,Coimbatore
LN001319,CU001819,07/06/2022,"₹153,839",12,18.2,14118.61,Car,Pune
LN002634,CU000676,24 Dec 2022,126641,48,10.37,3234.49,Car ,Bangalore
LN004123,CU001601,09 Oct 2023,95390,36,13.53,3238.47,Commercial  Vehicle,Coimbatore
LN001239,CU003648,2021-01-25,121149,12,11.63,10742.98,Commercial  Vehicle,Hyderabad
LN001514,CU002456,27 Nov 2023,109462,24,13.44,5226.67,Two Wheeler,Pune
LN000136,CU000934,12/05/2022,163622,36,15.97,5750.04,car,  Coimbatore 
LN002259,CU000588,22/06/2022,232580,48,18.35,6874.65,two wheeler,Kozhikode
LN002829,CU000201,06/25/2022,237844,60,17.27,5945.62,tractor,Ahmedabad
LN004891,CU001622,23/04/2024,"₹133,865",24,13.44,6391.89,Two Wheeler,Delhi NCR
LN001863,CU000178,28 Mar 2024,"₹40,000",48,13.63,1085.65,2 Wheeler,Pune
LN003929,CU001916,11-01-2024,109474,12,13.61,9809.28,Commercial Vehicle,Ahmedabad
LN003232,CU000506,23 Jun 2022,"₹123,961",24,14.61,5987.51,Two-Wheeler,Coimbatore
LN003957,CU002382,02/21/2023,160814,12,11.87,14278.35,CAR,Hyderabad
LN004493,CU003144,2021-04-05,147256,48,16.5,4211.08,Car,Kolkata
LN001499,CU003204,05/08/2024,89385,12,10.54,7880.83,TWO WHEELER,Pune
LN004150,CU000998,02/01/2021,"₹248,347",36,18.18,9000.78,Car ,Hyderabad
LN004929,CU002315,03/29/2024,"₹95,025",60,9.5,1995.7,CAR,Kolkata
LN002942,CU000449,11/06/2022,"₹161,180",24,10.62,7483.85,CAR,Kochi
LN000179,CU002182,13 Mar 2024,"₹91,911",48,10.61,2358.12,Commercial  Vehicle,Ahmedabad
LN002789,CU004195,22-06-2024,177958,36,13.65,6051.98,car,Ahmedabad
LN003734,CU001028,06/29/2024,167703,48,16.43,4789.76,Car ,Mumbai
LN003213,CU000764,30-10-2021,71094,36,16.01,2499.81,Commercial Vehicle,Ahmedabad
LN000301,CU004473,03 Nov 2021,223936,48,11.2,5809.52,tractor,Chennai
LN003276,CU000108,2024-03-08,151553,24,14.26,7295.13,Car ,Hyderabad
LN001664,CU003117,14/05/2024,"₹72,896",48,16.99,2103.04,car,Kochi
LN004899,CU001792,2021-03-15,65956,24,15.05,3199.55,Commercial  Vehicle,Pune
LN001002,CU003025,06-08-2021,86120,24,15.08,4178.94,two wheeler,Kolkata
LN003262,CU002292,08-01-2022,"₹132,869",48,11.72,3480.71,2 Wheeler,Ahmedabad
LN004175,CU001046,03-10-2023,140209,48,16.5,4009.56,Two Wheeler,Mumbai
LN003591,CU002953,20 Nov 2021,67592,24,15.01,3277.63,Commercial Vehicle,Bangalore
LN000229,CU001859,11 Mar 2021,"₹105,840",24,18.21,5294.71,Two-Wheeler,Mumbai
LN000819,CU000019,20/10/2021,242925,60,13.21,5553.44,TWO WHEELER,Hyderabad
LN000989,CU003550,2022-01-15,222406,12,15.22,20097.09,Commercial  Vehicle,Hyderabad
LN000030,CU001498,26 Mar 2021,"₹149,455",12,9.97,13137.38,Two Wheeler,Chennai
LN001658,CU000259,2024-02-01,170512,36,16.89,6069.89,Two-Wheeler,Kozhikode
LN000562,CU001912,14 Oct 2022,102726,24,10.31,4755.0,Car,Ahmedabad
LN003465,CU003626,12-09-2023,76981,36,17.64,2769.17,Tractor,Delhi NCR
