loan_id,customer_id,disbursal_date,loan_amount,tenure_months,interest_rate,emi_amount,vehicle_type,branch,disbursal_date_raw
LN002983,CU001970,2023-08-03,107654,36,11.19,3534.15,"Two wheeler",kolkata,"03 Aug 2023"
LN003200,CU003950,2023-09-25,64852,36,15,2248.12,Car,thrissur,25/09/2023
LN000018,CU001611,2023-07-31,89243,36,13.3,3019.86,Car,chennai,"31 Jul 2023"
LN000354,CU004551,2023-07-08,67525,48,13.2,1818.24,Car,kochi,08/07/2023
LN000258,CU001339,2022-10-14,133506,48,10.38,3410.47,"Two wheeler",bangalore,14/10/2022
LN001351,CU001596,2022-08-12,95377,60,10.87,2067.55,Car,mumbai,12/08/2022
LN002911,CU000851,2023-07-20,176859,36,13.46,5998.34,Car,bangalore,2023-07-20
LN004764,CU001045,2021-10-09,73764,48,14.42,2031.29,"Two wheeler",kolkata,09/10/2021
LN004118,CU002724,2023-11-01,56768,48,12.97,1522.1,"Two wheeler",delhi,01/11/2023
LN001529,CU000068,2021-04-15,117974,36,14.08,4036.66,"Two wheeler",ahmedabad,2021-04-15
LN000060,CU003745,2021-04-15,248508,36,13.03,8376.81,Car,hyderabad,"15 Apr 2021"
LN001612,CU003964,2023-09-18,131497,36,14.08,4499.37,"Commercial Vehicle",thrissur,2023-09-18
LN004172,CU001258,2023-10-20,90959,48,10.24,2317.45,Car,kolkata,10/20/2023
LN004366,CU004407,2022-09-10,113224,24,11.23,5289.22,"Two wheeler",ahmedabad,2022-09-10
LN001095,CU001742,2022-10-09,94435,36,9.57,3028.12,Tractor,delhi,09/10/2022
LN004362,CU003314,2023-01-15,250156,24,16.72,12334.65,"Two wheeler",thrissur,2023-01-15
LN002470,CU003555,2023-02-16,91778,24,14.52,4429.11,"Two wheeler",kozhikode,02/16/2023
LN003618,CU004076,2023-10-29,135277,60,16.54,3328.61,Car,kozhikode,29/10/2023
LN000860,CU000447,2024-04-09,218024,36,15.4,7600.65,"Two wheeler",pune,09/04/2024
LN000013,CU002122,2022-08-03,105641,48,10.47,2703.24,"Two wheeler",kozhikode,03/08/2022
LN004087,CU004281,2024-06-22,117366,24,15.17,5700.17,Car,mumbai,22/06/2024
LN004127,CU000957,2021-05-19,127109,12,10.38,11197.38,Tractor,ahmedabad,2021-05-19
LN002420,CU000711,2024-03-16,59362,36,16.46,2100.5,"Two wheeler",pune,2024-03-16
LN000389,CU001286,2021-12-10,160092,24,13.05,7614.83,"Two wheeler",kolkata,10/12/2021
LN002200,CU003982,2021-02-08,127022,60,15.38,3047.24,"Commercial Vehicle",pune,08/02/2021
LN000420,CU004355,2023-03-26,242877,60,14.39,5700.55,"Two wheeler",hyderabad,2023-03-26
LN004505,CU001779,2024-03-14,79653,48,9.92,2017.15,Car,hyderabad,14/03/2024
LN003760,CU004136,2022-05-09,222344,24,10,10260.05,Car,kochi,2022-05-09
LN004983,CU003463,2021-09-05,119718,24,13.89,5741.79,"Two wheeler",hyderabad,05/09/2021
LN002316,CU000387,2024-05-21,351146,24,12.15,16554.27,"Two wheeler",ahmedabad,05/21/2024
LN001567,CU000257,2023-05-06,114145,60,18.33,2919.06,"Two wheeler",chennai,2023-05-06
LN004327,CU003888,2022-06-26,178689,60,12.6,4029.23,"Two wheeler",thrissur,26/06/2022
LN000938,CU003435,2023-09-15,69061,24,11.97,3249.97,"Commercial Vehicle",coimbatore,2023-09-15
LN002010,CU004099,2022-11-27,270156,24,11.01,12592.64,"Two wheeler",chennai,27/11/2022
LN002542,CU003264,2022-07-19,81756,24,16.93,4039.45,"Two wheeler",delhi,07/19/2022
LN004548,CU001522,2021-04-18,210953,36,14.23,7233.46,"Two wheeler",bangalore,04/18/2021
LN002068,CU000806,2021-10-17,329108,36,14.9,11392.53,Car,hyderabad,17/10/2021
LN002686,CU003984,2023-11-25,140829,48,11.82,3696.13,"Two wheeler",thrissur,11/25/2023
LN000428,CU003840,2021-04-11,175505,36,14.49,6040.2,"Two wheeler",chennai,2021-04-11
LN004873,CU001225,2021-08-21,88417,48,12.99,2371.57,Tractor,delhi,21/08/2021
LN001308,CU001164,2021-07-13,67872,36,12.79,2280.02,"Two wheeler",ahmedabad,"13 Jul 2021"
LN001374,CU004100,2022-02-28,67596,24,10.53,3135.77,"Commercial Vehicle",pune,02/28/2022
LN000305,CU000327,2022-04-05,126143,48,15.24,3526.02,"Two wheeler",delhi,05/04/2022
LN001378,CU000748,2022-06-01,184586,24,14.87,8938.56,Car,hyderabad,01/06/2022
LN000909,CU003168,2022-07-18,157338,48,12.11,4151.82,Car,kolkata,2022-07-18
LN000409,CU003060,2021-09-22,61467,24,11.63,2882.86,Car,chennai,2021-09-22
LN004766,CU003770,2023-11-12,68754,24,12.8,3262.24,"Commercial Vehicle",hyderabad,2023-11-12
LN002764,CU003406,2021-09-08,63754,12,18.26,5852.86,Car,pune,08/09/2021
LN000981,CU000308,2023-10-20,191803,48,11.3,4985.24,"Commercial Vehicle",mumbai,10/20/2023
LN001442,CU003249,2021-11-27,313572,24,18.35,15707.88,Tractor,ahmedabad,11/27/2021
LN002968,CU003258,2022-08-12,138412,36,14.65,4774.41,"Commercial Vehicle",thrissur,12/08/2022
LN003355,CU004067,2021-01-07,275025,48,15.81,7767.55,Car,ahmedabad,07/01/2021
LN000088,CU000133,2023-11-15,145057,36,15.42,5058.33,"Two wheeler",ahmedabad,15/11/2023
LN004669,CU002794,2024-06-28,207886,36,16.52,7362.14,Car,chennai,"28 Jun 2024"
LN001649,CU004502,2021-09-28,89205,48,17.22,2584.18,Car,ahmedabad,28/09/2021
LN000513,CU001339,2021-09-10,93321,36,16.03,3282.27,"Two wheeler",bangalore,10/09/2021
LN002158,CU004520,2022-03-25,110447,36,16.21,3894.45,"Two wheeler",ahmedabad,2022-03-25
LN000680,CU001787,2021-07-25,327291,24,13.6,15652.41,Car,pune,25/07/2021
LN004838,CU001615,2023-10-06,161538,60,9.83,3418.71,Car,hyderabad,06/10/2023
LN001725,CU000358,2022-06-26,197606,24,13.99,9486.7,Car,kochi,2022-06-26
LN003649,CU000197,2022-03-16,104496,48,12.47,2775.96,"Commercial Vehicle",mumbai,2022-03-16
LN003086,CU002423,2021-07-16,201143,12,14.93,18148.18,Car,thrissur,"16 Jul 2021"
LN002006,CU003081,2021-03-08,111508,60,15.25,2667.42,"Two wheeler",mumbai,2021-03-08
LN003875,CU004293,2023-04-10,198320,24,12.44,9376.41,"Two wheeler",coimbatore,10/04/2023
LN002446,CU002163,2022-11-28,99309,60,13.03,2261.11,Tractor,thrissur,2022-11-28
LN003322,CU003712,2021-11-07,408238,48,16.48,11670.18,Car,coimbatore,2021-11-07
LN002209,CU002449,2024-03-20,66959,24,15.11,3250.12,Car,thrissur,2024-03-20
LN001892,CU004139,2023-05-16,145948,36,11.28,4797.53,"Two wheeler",kochi,2023-05-16
LN003996,CU000831,2024-05-14,107769,48,15.97,3052.55,"Two wheeler",hyderabad,2024-05-14
LN002149,CU004396,2021-01-04,204135,24,13.55,9757.77,Tractor,thrissur,2021-01-04
LN000933,CU002023,2024-03-08,152431,24,9.83,7021.96,"Two wheeler",kolkata,"08 Mar 2024"
LN000662,CU004002,2021-01-15,354998,36,9.67,11399.86,Car,hyderabad,2021-01-15
LN003233,CU003368,2021-03-14,139336,36,11.54,4597.4,Car,kochi,"14 Mar 2021"
LN003603,CU004147,2023-09-09,191624,24,15.55,9341.36,"Commercial Vehicle",mumbai,09/09/2023
LN004218,CU002865,2023-01-11,151811,12,15.07,13707.22,"Commercial Vehicle",kozhikode,2023-01-11
LN004280,CU002404,2022-03-12,62900,36,15.7,2202.07,Car,kozhikode,"12 Mar 2022"
LN004977,CU000307,2021-04-02,291196,36,11.6,9616.34,"Two wheeler",chennai,02/04/2021
LN003743,CU001385,2024-01-01,260287,36,13.41,8821.59,"Two wheeler",ahmedabad,"01 Jan 2024"
LN002123,CU000189,2021-06-30,159810,48,17.05,4615.46,"Commercial Vehicle",thrissur,30/06/2021
LN000966,CU001666,2021-10-04,145187,24,17.37,7204.21,Car,kozhikode,2021-10-04
LN000178,CU000074,2022-01-10,150714,24,16.83,7439.34,"Two wheeler",delhi,"10 Jan 2022"
LN001857,CU002966,2022-08-13,162745,48,16.11,4621.41,"Two wheeler",chennai,2022-08-13
LN004089,CU001473,2021-08-10,89497,48,13.92,2442.05,"Two wheeler",pune,10/08/2021
LN002090,CU001061,2021-09-29,221644,36,17.6,7968.56,Car,delhi,09/29/2021
LN003329,CU002967,2021-02-27,197617,24,11.91,9294.21,"Two wheeler",kozhikode,02/27/2021
LN004355,CU002982,2024-10-05,69646,12,11.79,6181.12,"Two wheeler",coimbatore,05/10/2024
LN002815,CU000122,2021-10-24,89096,36,13.98,3044.22,Car,chennai,"24 Oct 2021"
LN000303,CU001713,2024-04-20,40000,60,18.01,1015.95,"Two wheeler",hyderabad,04/20/2024
LN001870,CU002644,2024-05-15,136356,12,15.29,12325.93,"Commercial Vehicle",thrissur,15/05/2024
LN002140,CU001811,2021-09-16,129590,36,10.11,4188.2,"Commercial Vehicle",coimbatore,09/16/2021
LN001622,CU001275,2021-11-17,84683,24,14.71,4094.34,"Two wheeler",thrissur,2021-11-17
LN004693,CU003842,2024-07-01,103691,36,17.49,3722.2,Car,coimbatore,01/07/2024
LN004853,CU000057,2021-06-22,101734,36,15.48,3550.6,"Two wheeler",bangalore,2021-06-22
LN001392,CU002492,2023-02-12,128137,24,10.94,5968.62,Car,kochi,2023-02-12
LN000635,CU003671,2021-04-24,159642,24,15.1,7748.09,"Two wheeler",coimbatore,2021-04-24
LN001959,CU002442,2021-06-30,150527,24,16.13,7379.62,Car,thrissur,30/06/2021
LN003838,CU001168,2022-03-02,108569,24,18.23,5432.28,"Two wheeler",mumbai,2022-03-02
LN002146,CU001367,2023-01-23,142177,12,17.2,12980.72,"Two wheeler",coimbatore,"23 Jan 2023"
LN001038,CU001592,2022-10-15,238991,48,14.75,6621.05,Car,ahmedabad,2022-10-15
LN003358,CU002444,2024-06-14,81222,36,10.8,2651.42,Car,kozhikode,2024-06-14
LN004923,CU001567,2022-10-15,159110,36,9.82,5120.6,"Two wheeler",bangalore,2022-10-15
LN004992,CU001063,2021-08-02,191731,24,16.41,9425.35,"Two wheeler",kochi,"02 Aug 2021"
LN001984,CU002511,2023-08-22,86275,24,12.34,4074.98,Tractor,ahmedabad,2023-08-22
LN000882,CU002047,2021-11-12,70776,24,17.52,3517.04,"Commercial Vehicle",mumbai,2021-11-12
LN002892,CU000606,2023-06-25,214310,48,10.95,5533.75,"Commercial Vehicle",thrissur,2023-06-25
LN004815,CU001390,2021-10-23,140168,36,15.75,4910.61,Car,coimbatore,2021-10-23
LN004244,CU002319,2022-11-01,267087,24,12.07,12581.45,Car,kozhikode,01/11/2022
LN001097,CU000656,2023-07-20,103905,60,11.7,2295.59,"Two wheeler",kozhikode,20/07/2023
LN002713,CU000787,2021-04-13,51867,48,9.73,1308.77,Tractor,kozhikode,2021-04-13
LN004095,CU003044,2023-04-28,236323,36,13.5,8019.69,"Two wheeler",kochi,04/28/2023
LN002502,CU004351,2024-02-13,106340,36,11.04,3483.45,"Two wheeler",pune,2024-02-13
LN004854,CU004205,2023-01-12,241305,36,16.68,8564.8,"Two wheeler",kozhikode,12/01/2023
LN001846,CU001219,2022-08-26,118084,24,17.47,5865.04,"Two wheeler",kochi,2022-08-26
LN004157,CU002969,2022-04-10,377208,24,16.79,18611.98,Car,bangalore,2022-04-10
LN001918,CU000156,2021-06-23,155843,24,14,7482.47,Car,kochi,06/23/2021
LN000204,CU001359,2023-04-22,84222,36,12.21,2805.83,Tractor,kolkata,04/22/2023
LN004435,CU000250,2023-11-12,214919,48,12.47,5709.36,Car,kolkata,2023-11-12
LN001127,CU000993,2022-04-18,68647,24,16.68,3383.52,Car,kolkata,2022-04-18
LN003761,CU003748,2023-01-14,143485,24,14.94,6953.02,"Two wheeler",mumbai,"14 Jan 2023"
LN004859,CU000989,2021-11-29,90538,36,14.63,3122.15,"Commercial Vehicle",kozhikode,2021-11-29
LN003244,CU000884,2021-12-20,79803,12,16.51,7259.87,"Two wheeler",kochi,12/20/2021
LN003066,CU000940,2023-06-10,89044,36,16.11,3135.36,"Two wheeler",kolkata,2023-06-10
LN002116,CU001807,2023-11-21,135858,24,12.14,6404.19,"Two wheeler",delhi,11/21/2023
LN003522,CU000437,2022-10-19,246488,36,10.39,7998.68,Tractor,delhi,2022-10-19
LN001998,CU001524,2023-10-14,185509,48,12.57,4937.24,"Commercial Vehicle",hyderabad,2023-10-14
LN002700,CU003544,2022-05-02,98362,12,17.78,9007.53,Car,pune,02/05/2022
LN003862,CU002156,2021-09-29,94892,24,13.67,4541.26,Car,delhi,09/29/2021
LN003646,CU002767,2022-07-16,202241,36,17.17,7227.57,"Two wheeler",pune,2022-07-16
LN001415,CU003421,2023-03-18,165845,24,14.55,8005.86,"Two wheeler",chennai,2023-03-18
LN000801,CU003612,2023-10-12,61321,60,12.6,1382.72,"Two wheeler",coimbatore,2023-10-12
LN002022,CU000626,2023-02-11,102946,24,12.34,4862.39,"Commercial Vehicle",coimbatore,11/02/2023
LN000707,CU002616,2023-10-09,130873,60,16.91,3246.2,"Commercial Vehicle",bangalore,09/10/2023
LN002015,CU000137,2021-12-07,81531,48,13.03,2188.49,Tractor,kozhikode,2021-12-07
LN003745,CU004030,2024-03-21,146499,24,16.73,7224.25,Car,delhi,21/03/2024
LN001040,CU004347,2024-04-27,76364,24,10.85,3553.85,Car,chennai,2024-04-27
LN003647,CU002592,2021-08-19,268435,48,12.38,7119.11,"Commercial Vehicle",bangalore,2021-08-19
LN003386,CU002719,2022-08-31,100896,60,18.45,2586.86,Car,delhi,08/31/2022
LN000252,CU003347,2023-04-18,64468,12,11.46,5711.63,"Two wheeler",thrissur,2023-04-18
LN001546,CU004027,2024-06-24,157224,12,13.2,14057.58,"Two wheeler",pune,24/06/2024
LN004333,CU003957,2023-12-29,133076,24,14.04,6391.88,"Commercial Vehicle",thrissur,2023-12-29
LN002652,CU002980,2022-07-03,92940,48,11.19,2410.67,Car,kolkata,03/07/2022
LN000906,CU000782,2022-07-15,213225,48,11.58,5571.16,Car,delhi,07/15/2022
LN003704,CU000697,2023-04-13,131762,36,18.39,4789.33,"Two wheeler",coimbatore,"13 Apr 2023"
LN000545,CU002686,2023-05-01,103567,24,13.15,4931.06,Car,ahmedabad,01/05/2023
LN001914,CU002356,2024-03-19,65718,48,17.69,1919.84,"Two wheeler",bangalore,19/03/2024
LN000507,CU004372,2021-06-02,75992,36,10.79,2480.33,"Two wheeler",coimbatore,02/06/2021
LN004924,CU002560,2023-08-16,226624,36,17.4,8124.95,"Two wheeler",kozhikode,2023-08-16
LN003882,CU002936,2024-06-14,144717,60,16.42,3551.61,Car,thrissur,2024-06-14
LN004430,CU004111,2023-07-18,59435,48,15.2,1660.15,Tractor,hyderabad,2023-07-18
LN001908,CU002707,2021-04-25,159529,60,17.21,3982.74,Tractor,coimbatore,04/25/2021
LN001653,CU000493,2021-07-25,517777,60,17.18,12918.26,Tractor,delhi,07/25/2021
LN002106,CU000105,2023-05-08,242272,36,11.31,7967.29,Car,pune,08/05/2023
LN000673,CU004021,2022-03-11,164059,48,10.75,4220.3,"Two wheeler",ahmedabad,11/03/2022
LN003038,CU003616,2022-04-16,112712,24,13.21,5369.66,"Two wheeler",kozhikode,"16 Apr 2022"
LN001683,CU003191,2021-08-24,89895,12,13.69,8058.31,Car,kolkata,24/08/2021
LN001861,CU002815,2021-02-12,141945,60,9.81,3002.66,"Two wheeler",ahmedabad,2021-02-12
LN002702,CU003754,2023-06-12,94154,60,17.91,2386.29,"Two wheeler",thrissur,2023-06-12
LN002705,CU003158,2023-10-23,47782,12,11.57,4235.77,Car,pune,23/10/2023
LN000868,CU000544,2022-07-02,349725,36,17.01,12470.39,"Commercial Vehicle",ahmedabad,02/07/2022
LN000349,CU000023,2023-01-15,129118,36,14.58,4449.41,Car,bangalore,2023-01-15
LN000848,CU001428,2023-01-15,91261,12,12.36,8123.81,"Two wheeler",chennai,01/15/2023
LN000139,CU002070,2024-04-04,50941,36,10,1643.72,Tractor,kozhikode,04/04/2024
LN000326,CU000753,2022-02-13,234380,36,15.82,8219.29,"Two wheeler",coimbatore,13/02/2022
LN000054,CU000637,2022-06-21,113481,48,17.31,3292.73,"Commercial Vehicle",coimbatore,21/06/2022
LN004552,CU000527,2022-02-22,181429,12,17.78,16614.42,"Two wheeler",delhi,02/22/2022
LN002687,CU000747,2022-05-26,344917,36,10.3,11178.15,"Two wheeler",kozhikode,05/26/2022
LN002376,CU004289,2023-11-24,103784,24,15.53,5058.31,"Two wheeler",hyderabad,24/11/2023
LN001434,CU000851,2023-04-11,263563,36,15.76,9234.89,"Two wheeler",ahmedabad,"11 Apr 2023"
LN002148,CU004306,2021-12-04,86386,36,12.97,2909.44,"Two wheeler",kozhikode,04/12/2021
LN002377,CU004596,2021-12-04,244974,60,13.35,5617.9,"Two wheeler",coimbatore,04/12/2021
LN002394,CU000818,2022-01-20,200790,24,10.86,9345.34,Car,hyderabad,2022-01-20
LN001539,CU000315,2021-09-29,187622,36,18.21,6802.77,Car,kozhikode,2021-09-29
LN001000,CU002313,2023-11-04,59325,24,12.6,2809.29,"Two wheeler",kolkata,2023-11-04
LN000315,CU003421,2021-09-28,142701,60,11.06,3106.94,"Two wheeler",bangalore,2021-09-28
LN001164,CU000451,2023-04-14,229548,36,12.86,7718.91,Car,coimbatore,14/04/2023
LN004045,CU002724,2023-10-25,237627,60,12.7,5370.32,"Two wheeler",kochi,25/10/2023
LN003333,CU001340,2022-04-16,124034,60,12.08,2764.08,Car,kozhikode,2022-04-16
LN003448,CU004514,2023-12-06,99154,36,11.66,3277.25,Car,chennai,06/12/2023
LN004738,CU003055,2023-03-03,80514,12,16.79,7335.24,Car,kolkata,"03 Mar 2023"
LN004809,CU001322,2023-02-27,154031,24,12.24,7268.05,"Two wheeler",chennai,2023-02-27
LN002981,CU003296,2023-07-20,630931,48,15.6,17751.77,Car,thrissur,07/20/2023
LN001580,CU000486,2023-05-19,302023,36,11.65,9981.07,"Commercial Vehicle",kolkata,"19 May 2023"
LN004679,CU002844,2023-01-14,113676,36,16.26,4011.12,"Two wheeler",kolkata,2023-01-14
LN002887,CU003642,2023-09-23,97873,60,14.66,2310.96,"Commercial Vehicle",bangalore,23/09/2023
LN000183,CU003076,2022-10-14,48799,48,15.63,1373.75,Car,chennai,2022-10-14
LN002423,CU000098,2022-03-28,244086,36,18.22,8851.25,"Two wheeler",pune,28/03/2022
LN004214,CU000156,2022-09-21,132984,36,12.81,4468.6,"Two wheeler",delhi,09/21/2022
LN004444,CU001099,2021-09-11,158951,12,16.81,14482.76,"Two wheeler",ahmedabad,11/09/2021
LN000942,CU000509,2021-05-26,101090,36,14.64,3486.52,"Two wheeler",hyderabad,"26 May 2021"
LN002422,CU003951,2024-03-05,71175,36,14.01,2432.94,"Two wheeler",kolkata,"05 Mar 2024"
LN003642,CU000043,2024-03-29,59220,36,12.92,1993.07,"Two wheeler",ahmedabad,03/29/2024
LN002536,CU003995,2022-10-02,289260,36,14.78,9996.16,"Commercial Vehicle",pune,02/10/2022
LN002845,CU003690,2021-03-20,641476,36,10,20698.63,"Two wheeler",delhi,20/03/2021
LN002277,CU003364,2021-12-10,85055,36,13.98,2906.15,"Two wheeler",bangalore,10/12/2021
LN003418,CU004326,2022-10-08,117781,60,14.9,2795.82,"Two wheeler",mumbai,08/10/2022
LN000594,CU002297,2024-06-04,79564,36,14.71,2746.83,Car,kochi,04/06/2024
LN000470,CU003393,2023-11-03,105271,24,18.05,5258.1,"Two wheeler",kozhikode,"03 Nov 2023"
LN004947,CU002807,2021-08-08,164149,48,18.5,4864.87,Tractor,coimbatore,2021-08-08
LN002370,CU003810,2023-02-12,228129,36,15.75,7992.21,"Commercial Vehicle",chennai,12/02/2023
LN002397,CU003788,2022-07-22,73871,48,14.02,2019.38,"Commercial Vehicle",chennai,2022-07-22
LN003740,CU002009,2022-10-04,130486,24,17.88,6506.83,Car,kozhikode,"04 Oct 2022"
LN003469,CU003791,2023-02-15,73171,24,11.03,3411.36,Car,kochi,02/15/2023
LN002274,CU000801,2023-04-18,173411,48,17.4,5039.74,Car,hyderabad,18/04/2023
LN002956,CU000420,2024-02-23,118870,24,14.92,5759.09,Car,hyderabad,2024-02-23
LN000165,CU001967,2021-09-03,79348,24,16.26,3894.99,"Two wheeler",ahmedabad,2021-09-03
LN001485,CU003290,2024-05-15,244026,36,16.68,8661.38,"Two wheeler",pune,05/15/2024
LN001969,CU003463,2023-01-19,64754,12,11.51,5738.48,"Two wheeler",bangalore,2023-01-19
LN004125,CU002421,2022-01-16,188628,12,12.37,16792.04,Car,chennai,01/16/2022
LN003294,CU000584,2023-02-13,94592,36,16.04,3327.44,Car,mumbai,2023-02-13
LN004593,CU000313,2023-01-15,118490,24,14.23,5701.93,"Two wheeler",chennai,"15 Jan 2023"
LN001061,CU000946,2021-10-26,189847,24,10.9,8839.55,Tractor,thrissur,10/26/2021
LN002428,CU003702,2021-04-27,188164,48,12.26,4979.13,"Commercial Vehicle",kolkata,2021-04-27
LN002763,CU000887,2024-04-27,188669,36,18.5,6868.25,Tractor,chennai,2024-04-27
LN002175,CU003329,2022-12-30,105088,24,14.55,5072.93,"Two wheeler",pune,12/30/2022
LN002227,CU000820,2024-05-28,120199,24,12.42,5681.79,Car,delhi,05/28/2024
LN003420,CU003457,2022-12-17,221682,48,14.93,6161.71,Car,hyderabad,2022-12-17
LN001932,CU003093,2022-05-16,92363,36,17.15,3299.89,"Two wheeler",bangalore,05/16/2022
LN001825,CU004417,2024-06-23,109761,36,12.61,3677.7,"Two wheeler",kozhikode,"23 Jun 2024"
LN003664,CU001868,2021-08-05,223356,24,13.71,10693.39,Car,ahmedabad,05/08/2021
LN004969,CU004384,2023-10-29,103944,36,14.83,3594.61,Tractor,hyderabad,2023-10-29
LN003330,CU001447,2021-01-25,165185,36,14.82,5711.64,"Commercial Vehicle",pune,"25 Jan 2021"
LN001762,CU001818,2022-02-03,118954,12,13.59,10657.6,"Two wheeler",hyderabad,"03 Feb 2022"
LN001575,CU002109,2021-07-27,82309,48,13.44,2226.16,"Commercial Vehicle",chennai,27/07/2021
LN004314,CU002882,2021-01-03,75559,12,13.28,6758.65,"Two wheeler",kozhikode,2021-01-03
LN001116,CU000743,2023-06-26,190956,60,17.23,4769.4,"Two wheeler",chennai,"26 Jun 2023"
LN004497,CU002870,2021-02-20,223121,24,17.91,11129.42,"Two wheeler",thrissur,2021-02-20
LN003071,CU003159,2024-02-18,126118,36,15.51,4403.49,"Two wheeler",ahmedabad,2024-02-18
LN003663,CU001068,2021-03-21,71538,48,18,2101.43,"Two wheeler",hyderabad,"21 Mar 2021"
LN001228,CU001122,2023-02-05,278717,36,11.32,9167.13,"Two wheeler",thrissur,"05 Feb 2023"
LN004187,CU003761,2021-06-02,72914,36,14.01,2492.38,Car,bangalore,02/06/2021
LN003207,CU000931,2023-08-22,196463,24,15.02,9527.7,Car,mumbai,"22 Aug 2023"
LN002572,CU001268,2024-01-31,103526,36,11.18,3398.14,"Two wheeler",kozhikode,2024-01-31
LN000001,CU003279,2021-08-16,143399,24,17.56,7128.62,"Two wheeler",coimbatore,08/16/2021
LN001646,CU001198,2022-05-07,193582,24,11.72,9087.29,"Commercial Vehicle",hyderabad,"07 May 2022"
LN003498,CU003203,2022-12-05,109488,60,13,2491.19,"Two wheeler",hyderabad,"05 Dec 2022"
LN000683,CU000269,2023-01-03,62705,48,12.99,1681.91,"Two wheeler",chennai,2023-01-03
LN004533,CU003146,2024-06-02,192421,36,14.95,6665.63,"Two wheeler",bangalore,02/06/2024
LN000382,CU001845,2023-11-19,60089,24,15.35,2923.52,Tractor,thrissur,2023-11-19
LN001492,CU001115,2022-06-20,178450,60,13.23,4081.33,"Commercial Vehicle",chennai,20/06/2022
LN004042,CU002668,2022-06-24,166287,36,13.72,5660.71,"Two wheeler",mumbai,"24 Jun 2022"
LN000705,CU000178,2021-05-16,138591,24,11.8,6511.02,Car,hyderabad,"16 May 2021"
LN004472,CU003014,2021-08-20,77780,36,16.2,2742.2,"Two wheeler",kozhikode,20/08/2021
LN000619,CU000709,2023-01-31,485526,48,16.53,13892.09,"Two wheeler",thrissur,2023-01-31
LN004350,CU000981,2021-11-24,137142,36,10.92,4484.66,"Commercial Vehicle",kolkata,"24 Nov 2021"
LN001645,CU000564,2024-04-01,166988,24,10.89,7774.42,"Commercial Vehicle",kozhikode,01/04/2024
LN001510,CU001874,2022-12-25,243684,36,15.93,8558.79,"Two wheeler",coimbatore,12/25/2022
LN000224,CU003297,2021-01-21,47807,24,14.63,2309.61,Car,kochi,"21 Jan 2021"
LN004695,CU001494,2023-07-11,101556,60,15.26,2429.89,"Two wheeler",thrissur,11/07/2023
LN000573,CU002205,2024-03-30,163744,24,10.94,7627.19,Car,kochi,30/03/2024
LN003593,CU000296,2023-11-17,204904,48,13.96,5595.19,"Two wheeler",chennai,2023-11-17
LN000078,CU001867,2022-05-23,86035,36,10.47,2795.13,Tractor,ahmedabad,2022-05-23
LN004478,CU002755,2023-01-15,238729,36,18.13,8646.2,"Commercial Vehicle",hyderabad,2023-01-15
LN001025,CU002877,2021-11-27,90800,36,18.46,3303.63,Car,chennai,"27 Nov 2021"
LN000440,CU000328,2022-01-17,275404,36,12.01,9148.67,Car,delhi,2022-01-17
LN004368,CU001608,2021-01-22,109504,48,11.04,2832.32,Car,bangalore,01/22/2021
LN002685,CU001906,2023-11-12,201209,36,17.01,7174.65,"Commercial Vehicle",kochi,2023-11-12
LN003506,CU003812,2023-06-16,67734,36,17.53,2432.81,"Two wheeler",kochi,"16 Jun 2023"
LN000343,CU003199,2021-05-31,66387,48,10.36,1695.25,"Two wheeler",kolkata,"31 May 2021"
LN000475,CU001951,2023-02-15,241542,12,10.3,21269.1,"Two wheeler",kochi,2023-02-15
LN003624,CU000187,2021-01-28,154733,24,9.96,7137.29,Car,pune,"28 Jan 2021"
LN002346,CU000800,2023-12-27,179831,36,17.54,6459.9,Car,coimbatore,12/27/2023
LN002594,CU001567,2022-09-19,174659,36,15.38,6087.16,"Two wheeler",bangalore,2022-09-19
LN002592,CU003558,2023-08-03,80948,36,13.6,2750.91,Car,ahmedabad,2023-08-03
LN003887,CU002665,2022-12-23,88194,36,14.7,3044.33,Car,kolkata,23/12/2022
LN002643,CU003714,2023-04-13,127814,36,16.6,4531.51,Car,thrissur,13/04/2023
LN001859,CU001447,2023-02-25,122719,24,13.58,5867.77,Tractor,kolkata,2023-02-25
LN002861,CU001882,2022-05-21,216093,36,9.74,6946.36,"Two wheeler",kolkata,"21 May 2022"
LN000491,CU003669,2022-02-07,125190,24,15.89,6123.11,"Commercial Vehicle",pune,07/02/2022
LN003681,CU002800,2022-11-27,145134,60,10.76,3138.22,Tractor,kozhikode,2022-11-27
LN004488,CU000728,2023-01-29,143708,36,16.62,5096.45,"Two wheeler",pune,2023-01-29
LN000374,CU000406,2024-06-30,192200,24,13.2,9155.6,Car,kozhikode,2024-06-30
LN002443,CU001865,2022-04-08,190354,12,10.62,16790.08,Tractor,chennai,2022-04-08
LN000686,CU002296,2022-06-24,184355,12,13.57,16515.43,Car,kochi,06/24/2022
LN000255,CU002379,2021-01-14,164294,24,9.9,7573.75,"Two wheeler",mumbai,2021-01-14
LN004437,CU003336,2022-08-18,127909,60,14.34,2998.81,"Two wheeler",kochi,08/18/2022
LN000002,CU003425,2021-04-23,405698,12,15.1,36636.76,Tractor,ahmedabad,2021-04-23
LN004986,CU000527,2022-07-31,160837,24,18.28,8051.42,"Two wheeler",kolkata,2022-07-31
