customer_id,age,gender,employment_type,monthly_income,cibil_score,state,age_bucket
CU000571,30,Female,Salaried,46639,743,Karnataka,21-30
CU003574,48,Female,"Self Employed",25831,628,Telangana,41-50
CU000047,24,Female,"Self Employed",26243,726,"Tamil Nadu",21-30
CU000650,39,Male,"Self Employed",55869,697,Kerala,31-40
CU001887,34,Female,"Self Employed",63041,718,Gujarat,31-40
CU000869,43,Male,Salaried,34035,853,"West Bengal",41-50
CU003540,65,Male,Salaried,73241,637,Kerala,"60 Above"
CU000891,51,Female,Salaried,40513,757,"Uttar Pradesh",51-60
CU001321,21,Male,"Self Employed",36503,551,"Andra Pradesh",21-30
CU003537,42,Male,Salaried,14836,844,"Tamil Nadu",41-50
CU003100,43,Female,Salaried,68259,666,Delhi,41-50
CU004109,38,Male,"Self Employed",44946,633,"Tamil Nadu",31-40
CU000828,34,Female,"Self Employed",41713,699,"West Bengal",31-40
CU003070,56,Male,"Self Employed",33226,633,Kerala,51-60
CU003819,30,Male,Salaried,33426,742,"Tamil Nadu",21-30
CU003518,45,Male,Salaried,41466,751,Karnataka,41-50
CU004315,34,Male,"Self Employed",34088,729,"West Bengal",31-40
CU001663,47,Male,"Self Employed",59086,581,Maharashtra,41-50
CU002024,21,Female,"Self Employed",61603,713,Maharashtra,21-30
CU000034,45,Male,Salaried,55438,706,Maharashtra,41-50
CU001844,24,Female,"Self Employed",38564,677,Delhi,21-30
CU001417,35,Female,Salaried,16860,689,"West Bengal",31-40
CU001058,36,Male,"Self Employed",12000,632,"West Bengal",31-40
CU000598,46,Female,"Self Employed",45870,730,"Uttar Pradesh",41-50
CU003059,49,Male,Salaried,55037,633,"West Bengal",41-50
CU000861,35,Male,"Self Employed",19419,876,Kerala,31-40
CU000010,39,Male,Salaried,42687,652,"West Bengal",31-40
CU002139,43,Female,"Self Employed",31937,588,"West Bengal",41-50
CU003994,30,Female,Salaried,26968,610,Karnataka,21-30
CU001985,50,Female,"Self Employed",85271,542,"Uttar Pradesh",41-50
CU000790,38,Male,"Self Employed",28313,748,Kerala,31-40
CU002311,35,Male,"Self Employed",67444,696,Karnataka,31-40
CU002760,33,Male,Salaried,72187,557,Kerala,31-40
CU002880,24,Female,"Self Employed",106931,682,"Uttar Pradesh",21-30
CU003224,32,Female,Salaried,55905,759,"Andra Pradesh",31-40
CU002197,36,Male,"Self Employed",76982,643,"Andra Pradesh",31-40
CU000849,44,Male,Salaried,56651,644,Karnataka,41-50
CU001244,23,Male,"Self Employed",19637,664,Kerala,21-30
CU003954,31,Female,"Self Employed",32662,756,Kerala,31-40
CU004446,25,Female,Salaried,38500,787,Telangana,21-30
CU002407,52,Male,"Self Employed",12000,754,Maharashtra,51-60
CU003046,45,Male,"Self Employed",39912,746,Karnataka,41-50
CU004357,39,Male,Salaried,33906,727,"Andra Pradesh",31-40
CU003461,28,Female,"Self Employed",51469,628,Maharashtra,21-30
CU000235,53,Male,Salaried,62004,651,Maharashtra,51-60
CU003691,26,Male,"Self Employed",27312,593,Gujarat,21-30
CU002372,43,Female,Salaried,14789,618,"West Bengal",41-50
CU000003,33,Male,Salaried,55851,701,Delhi,31-40
CU003079,21,Male,"Self Employed",52720,728,"Andra Pradesh",21-30
CU004522,21,Female,Salaried,30004,870,Kerala,21-30
CU000634,26,Female,Salaried,34293,712,Telangana,21-30
CU001756,34,Male,"Self Employed",32632,608,Kerala,31-40
CU001477,41,Male,"Self Employed",54840,753,"West Bengal",41-50
CU003322,46,Female,Salaried,31766,577,"Andra Pradesh",41-50
CU002864,50,Male,"Self Employed",41945,723,Telangana,41-50
CU001241,62,Male,Salaried,45920,561,Maharashtra,"60 Above"
CU001419,47,Male,Salaried,68637,790,Kerala,41-50
CU000939,24,Female,"Self Employed",13042,623,Gujarat,21-30
CU000396,37,Female,Salaried,30831,543,"Tamil Nadu",31-40
CU004396,36,Male,"Self Employed",12000,787,DELHI,31-40
CU000715,49,Female,Salaried,47685,602,"Andra Pradesh",41-50
CU002552,37,Male,"Self Employed",67815,706,Kerala,31-40
CU001758,51,Female,"Self Employed",34421,749,Gujarat,51-60
CU004591,35,Female,Salaried,58385,582,"Andra Pradesh",31-40
CU002432,41,Male,Salaried,58223,725,Gujarat,41-50
CU001619,40,Male,Salaried,13860,721,"Uttar Pradesh",31-40
CU003954,31,Female,"Self Employed",32662,756,Kerala,31-40
CU001941,26,Male,Salaried,57857,589,"Tamil Nadu",21-30
CU002569,31,Male,"Self Employed",67232,540,Delhi,31-40
CU003794,44,Male,"Self Employed",17800,716,DELHI,41-50
CU001780,49,Male,Salaried,60140,657,Gujarat,41-50
CU004121,45,Female,Salaried,25787,760,Karnataka,41-50
CU003435,42,Male,Salaried,51264,554,"Uttar Pradesh",41-50
CU001230,36,Male,Salaried,26200,722,"Tamil Nadu",31-40
CU004022,31,Male,Salaried,63063,498,DELHI,31-40
CU002725,45,Male,Salaried,47469,689,Maharashtra,41-50
CU000760,32,Male,"Self Employed",75603,739,Telangana,31-40
CU001812,54,Female,Salaried,41798,658,Kerala,51-60
CU004394,44,Male,Salaried,36495,755,Gujarat,41-50
CU001368,21,Male,"Self Employed",24931,650,"Tamil Nadu",21-30
CU002238,37,Male,"Self Employed",47429,708,"Uttar Pradesh",31-40
CU001734,49,Male,"Self Employed",31904,634,"Tamil Nadu",41-50
CU003566,52,Male,"Self Employed",45759,692,Telangana,51-60
CU000664,39,Male,Salaried,57204,694,"West Bengal",31-40
CU003064,28,Female,Salaried,75130,614,"West Bengal",21-30
CU004342,52,Male,Salaried,68551,762,Gujarat,51-60
CU002623,47,Male,Salaried,54825,553,Maharashtra,41-50
CU001394,38,Male,Salaried,86156,550,Delhi,31-40
CU002364,24,Male,"Self Employed",42007,559,Maharashtra,21-30
CU000743,44,Male,Salaried,47523,619,Maharashtra,41-50
CU003933,50,Male,Salaried,32259,712,"Andra Pradesh",41-50
CU004496,30,Male,Salaried,86563,631,delhi,21-30
CU004298,33,Male,Salaried,14045,711,"West Bengal",31-40
CU002835,51,Male,"Self Employed",12000,672,"West Bengal",51-60
CU001513,37,Female,Salaried,23506,702,Gujarat,31-40
CU002406,46,Male,"Self Employed",41268,875,Kerala,41-50
CU003010,21,Female,"Self Employed",47221,523,"Uttar Pradesh",21-30
CU000027,36,Male,Salaried,51030,782,DELHI,31-40
CU000763,36,Male,"Self Employed",37866,684,Gujarat,31-40
CU003349,33,Female,Salaried,59740,538,Delhi,31-40
CU004479,40,Female,"Self Employed",12000,518,"West Bengal",31-40
CU002305,29,Male,"Self Employed",19654,715,Karnataka,21-30
CU004086,36,Male,Salaried,38842,742,"West Bengal",31-40
CU003169,46,Male,"Self Employed",63303,659,Kerala,41-50
CU003438,39,Female,"Self Employed",42570,602,"Andra Pradesh",31-40
CU003261,45,Female,"Self Employed",29907,674,Maharashtra,41-50
CU003262,32,Male,Salaried,57578,668,"Andra Pradesh",31-40
CU000967,21,Male,"Self Employed",12000,630,DELHI,21-30
CU001601,29,Male,Salaried,19247,597,Delhi,21-30
CU001973,34,Male,Salaried,21907,670,Maharashtra,31-40
CU003315,49,Male,"Self Employed",58905,584,Telangana,41-50
CU003442,35,Male,Salaried,28923,732,"Tamil Nadu",31-40
CU000683,38,Male,"Self Employed",36770,671,"West Bengal",31-40
CU002737,31,Female,"Self Employed",29836,659,Maharashtra,31-40
CU004375,30,Male,Salaried,46522,580,"Uttar Pradesh",21-30
CU000864,45,Male,Salaried,32835,712,Delhi,41-50
CU002547,49,Male,Salaried,55139,652,Maharashtra,41-50
CU002090,34,Male,Salaried,48804,645,Telangana,31-40
CU000992,57,Male,Salaried,52404,732,"Uttar Pradesh",51-60
CU000915,21,Male,"Self Employed",56423,701,DELHI,21-30
CU004261,50,Male,Salaried,55682,531,Gujarat,41-50
CU000186,32,Male,Salaried,32252,787,"Andra Pradesh",31-40
CU001765,37,Male,"Self Employed",61375,593,Gujarat,31-40
CU000923,40,Male,Salaried,45171,625,Telangana,31-40
CU004043,52,Male,Salaried,39417,743,"Andra Pradesh",51-60
CU000075,47,Male,Salaried,42058,717,"Uttar Pradesh",41-50
CU003557,42,Male,Salaried,36872,816,"Andra Pradesh",41-50
CU001620,28,Female,Salaried,29549,674,"Tamil Nadu",21-30
CU001831,37,Male,Salaried,46858,705,DELHI,31-40
CU003323,41,Male,"Self Employed",43456,728,"West Bengal",41-50
CU002485,41,Male,Salaried,56422,610,Gujarat,41-50
CU003149,35,Male,"Self Employed",22291,781,"Andra Pradesh",31-40
CU000741,60,Female,"Self Employed",36912,697,"Andra Pradesh",51-60
CU004105,30,Male,Salaried,42716,742,"Andra Pradesh",21-30
CU000972,33,Male,Salaried,67993,706,"Tamil Nadu",31-40
CU002565,21,Male,"Self Employed",59542,732,Telangana,21-30
CU000820,46,Male,"Self Employed",25492,797,Karnataka,41-50
CU003869,36,Male,Salaried,51533,724,"Uttar Pradesh",31-40
CU001117,37,Male,Salaried,16915,830,Maharashtra,31-40
CU001710,39,Male,Salaried,35822,588,Maharashtra,31-40
CU000157,32,Female,Salaried,52982,690,"Andra Pradesh",31-40
CU002804,55,Male,Salaried,21620,516,Karnataka,51-60
CU002468,41,Female,"Self Employed",16500,592,Kerala,41-50
CU000832,38,Male,Salaried,37343,668,"Uttar Pradesh",31-40
CU001359,33,Male,Salaried,18908,681,"Tamil Nadu",31-40
CU002826,22,Male,Salaried,65497,590,Telangana,21-30
CU000503,29,Female,Salaried,55450,738,delhi,21-30
CU002365,37,Male,"Self Employed",38433,675,"West Bengal",31-40
CU002599,33,Male,Salaried,46477,624,Maharashtra,31-40
CU003141,37,Female,"Self Employed",19061,619,"Andra Pradesh",31-40
CU000990,29,Male,"Self Employed",59849,622,Maharashtra,21-30
CU000924,43,Male,Salaried,73701,648,,41-50
CU002398,30,Male,Salaried,49133,668,"West Bengal",21-30
CU002045,32,Male,"Self Employed",57798,744,"Tamil Nadu",31-40
CU001981,48,Female,Salaried,38529,825,DELHI,41-50
CU000250,38,Male,Salaried,76890,603,Kerala,31-40
CU001057,51,Male,Salaried,31926,741,Kerala,51-60
CU002684,56,Male,"Self Employed",28228,562,Telangana,51-60
CU001347,45,Male,Salaried,53969,665,"Tamil Nadu",41-50
CU004249,48,Female,Salaried,36816,602,DELHI,41-50
CU002367,50,Female,"Self Employed",50638,807,"Uttar Pradesh",41-50
CU003871,32,Male,Salaried,26511,774,Kerala,31-40
CU002592,30,Male,Salaried,26746,654,Delhi,21-30
CU003654,36,Male,"Self Employed",27416,667,"West Bengal",31-40
CU000356,49,Female,"Self Employed",47265,550,Maharashtra,41-50
CU000745,46,Male,Salaried,49156,625,"Andra Pradesh",41-50
CU003098,36,Male,Salaried,18432,694,Gujarat,31-40
CU002542,32,Male,"Self Employed",47028,612,Kerala,31-40
CU003013,57,Male,"Self Employed",46109,654,"West Bengal",51-60
CU000845,27,Female,Salaried,15461,765,Maharashtra,21-30
CU000724,28,Male,Salaried,48922,598,Gujarat,21-30
CU002229,33,Male,"Self Employed",55313,825,Kerala,31-40
CU001977,25,Male,Salaried,20409,649,"Tamil Nadu",21-30
CU002956,45,Male,"Self Employed",34506,748,Telangana,41-50
CU002215,45,Male,Salaried,57377,565,Gujarat,41-50
CU000393,34,Female,Salaried,29956,511,Gujarat,31-40
CU001747,21,Male,Salaried,46658,642,"West Bengal",21-30
CU003293,49,Male,Salaried,48932,711,"Uttar Pradesh",41-50
CU003752,54,Male,Salaried,65026,671,Kerala,51-60
CU001259,37,Male,"Self Employed",25471,675,Kerala,31-40
CU002989,23,Female,Salaried,52039,574,Telangana,21-30
CU003107,44,Male,"Self Employed",51795,723,"West Bengal",41-50
CU000086,32,Male,Salaried,51835,848,Kerala,31-40
CU000747,40,Female,"Self Employed",72690,721,Kerala,31-40
CU001181,40,Male,"Self Employed",59661,509,Gujarat,31-40
CU003885,56,Male,Salaried,59141,695,"West Bengal",51-60
CU001316,22,Male,"Self Employed",43825,720,Gujarat,21-30
CU002091,46,Male,Salaried,75492,551,Kerala,41-50
CU001102,37,Male,"Self Employed",59581,711,"Uttar Pradesh",31-40
CU000913,41,Male,Salaried,50271,465,"Uttar Pradesh",41-50
CU003436,39,Male,"Self Employed",27150,764,Maharashtra,31-40
CU000963,31,Male,Salaried,43778,698,Kerala,31-40
CU000555,35,Male,Salaried,38830,556,DELHI,31-40
CU000266,41,Female,"Self Employed",41294,668,Delhi,41-50
CU003030,43,Male,"Self Employed",45400,583,"West Bengal",41-50
CU002429,33,Male,Salaried,41613,799,"Tamil Nadu",31-40
CU003052,44,Male,"Self Employed",48818,689,Kerala,41-50
CU004535,36,Male,Salaried,57777,730,"Andra Pradesh",31-40
CU003087,45,Male,Salaried,48772,785,"West Bengal",41-50
CU002558,57,Male,"Self Employed",20489,692,"West Bengal",51-60
CU003140,32,Male,"Self Employed",50232,702,"Tamil Nadu",31-40
CU000107,43,Male,Salaried,51225,668,"West Bengal",41-50
CU003603,49,Male,"Self Employed",81346,589,Maharashtra,41-50
CU002008,36,Male,"Self Employed",55727,529,"Andra Pradesh",31-40
CU000438,45,Female,Salaried,44469,600,DELHI,41-50
CU001801,32,Male,Salaried,37228,900,Maharashtra,31-40
CU002236,34,Male,"Self Employed",29787,731,Maharashtra,31-40
CU003544,36,Female,Salaried,58364,778,"West Bengal",31-40
CU003063,30,Male,"Self Employed",25791,607,"Tamil Nadu",21-30
CU002213,44,Male,Salaried,52128,672,Maharashtra,41-50
CU002442,43,Female,"Self Employed",67089,668,Delhi,41-50
CU004519,22,Female,Salaried,53498,785,Gujarat,21-30
CU000171,39,Female,"Self Employed",18293,730,Karnataka,31-40
CU004096,45,Female,"Self Employed",33524,858,DELHI,41-50
CU004381,46,Male,Salaried,53961,727,Maharashtra,41-50
CU001986,32,Female,Salaried,32779,751,"Tamil Nadu",31-40
CU002123,33,Male,"Self Employed",65934,668,Karnataka,31-40
CU003402,48,Female,"Self Employed",38860,732,Gujarat,41-50
CU001677,46,Female,Salaried,22734,611,Maharashtra,41-50
CU003731,46,Male,"Self Employed",56325,633,Karnataka,41-50
CU001128,21,Male,Salaried,60892,767,"West Bengal",21-30
CU004456,34,Female,Salaried,31747,665,Karnataka,31-40
CU004134,27,Male,Salaried,12000,577,"Uttar Pradesh",21-30
CU002059,45,Male,"Self Employed",30354,774,"Uttar Pradesh",41-50
CU003712,36,Male,Salaried,18765,724,Gujarat,31-40
CU002905,51,Female,Salaried,45359,467,"Uttar Pradesh",51-60
CU000827,43,Male,"Self Employed",36751,680,Telangana,41-50
CU004169,42,Male,"Self Employed",64922,603,Karnataka,41-50
CU004599,34,Male,"Self Employed",85610,595,"West Bengal",31-40
CU000285,38,Male,"Self Employed",44817,677,"Uttar Pradesh",31-40
CU000096,21,Male,Salaried,39611,744,Telangana,21-30
CU004436,29,Male,Salaried,39251,653,Karnataka,21-30
CU002665,43,Male,"Self Employed",41547,625,Telangana,41-50
CU003443,51,Male,"Self Employed",20461,592,Kerala,51-60
CU003830,49,Male,Salaried,54100,844,"Uttar Pradesh",41-50
CU004562,47,Female,Salaried,77103,751,Delhi,41-50
CU002650,35,Male,"Self Employed",59004,594,Karnataka,31-40
CU003198,29,Male,"Self Employed",61555,752,Kerala,21-30
CU002932,33,Male,"Self Employed",46248,710,Gujarat,31-40
CU003929,46,Female,Salaried,27538,820,Maharashtra,41-50
CU003764,37,Male,Salaried,65822,738,,31-40
CU002281,33,Male,Salaried,25936,590,Karnataka,31-40
CU003763,24,Male,"Self Employed",42518,596,Telangana,21-30
CU001441,32,Male,Salaried,32843,563,"Andra Pradesh",31-40
CU002522,41,Female,Salaried,69320,615,Telangana,41-50
CU003863,50,Female,Salaried,51216,790,Telangana,41-50
CU003614,36,Female,Salaried,12000,550,Gujarat,31-40
CU002188,44,Male,Salaried,22910,719,"Uttar Pradesh",41-50
CU003891,43,Male,Salaried,41581,680,Delhi,41-50
CU001285,34,Male,Salaried,12000,620,Gujarat,31-40
CU003546,31,Male,"Self Employed",20836,545,Telangana,31-40
CU003238,28,Male,"Self Employed",70674,684,,21-30
CU002004,43,Female,Salaried,69130,704,"West Bengal",41-50
CU002154,35,Male,Salaried,36131,655,DELHI,31-40
CU003765,62,Female,"Self Employed",68849,661,"Uttar Pradesh","60 Above"
CU002240,30,Male,Salaried,27405,664,"Uttar Pradesh",21-30
CU003379,54,Male,Salaried,12000,553,"Uttar Pradesh",51-60
CU003880,36,Male,Salaried,48925,798,"West Bengal",31-40
CU001257,41,Male,Salaried,25148,520,Karnataka,41-50
CU000483,45,Male,Salaried,19134,813,"West Bengal",41-50
CU000044,22,Female,Salaried,49281,567,Kerala,21-30
CU003556,40,Female,"Self Employed",20969,559,Delhi,31-40
CU004251,25,Female,Salaried,49964,709,"Andra Pradesh",21-30
CU003768,40,Female,Salaried,65620,798,Delhi,31-40
CU001822,21,Female,"Self Employed",41314,661,Telangana,21-30
CU001544,58,Male,"Self Employed",56174,665,"Uttar Pradesh",51-60
CU001342,32,Male,"Self Employed",28956,576,Gujarat,31-40
CU002135,32,Female,Salaried,30960,668,Karnataka,31-40
CU002803,56,Male,Salaried,21592,787,"Tamil Nadu",51-60
CU003090,34,Female,Salaried,24144,698,Telangana,31-40
CU002479,42,Male,Salaried,44455,661,DELHI,41-50
CU002258,35,Male,"Self Employed",47868,731,Karnataka,31-40
CU004245,29,Male,"Self Employed",12000,739,"Tamil Nadu",21-30
CU001438,40,Male,Salaried,76883,689,"Tamil Nadu",31-40
CU004171,33,Female,"Self Employed",52695,891,Kerala,31-40
CU002443,44,Male,Salaried,37338,673,"Andra Pradesh",41-50
CU002256,25,Male,Salaried,24686,728,"Andra Pradesh",21-30
CU000238,38,Male,Salaried,59652,672,"Uttar Pradesh",31-40
CU001798,40,Female,Salaried,34627,834,"Andra Pradesh",31-40
CU001810,29,Female,"Self Employed",41245,755,"Andra Pradesh",21-30
CU001004,39,Female,Salaried,53435,797,"West Bengal",31-40
CU004493,30,Male,"Self Employed",36797,819,Maharashtra,21-30
CU002394,45,Male,Salaried,33106,641,Karnataka,41-50
CU003011,62,Male,"Self Employed",35637,607,Telangana,"60 Above"
CU003989,44,Female,"Self Employed",62856,753,Telangana,41-50
CU001077,53,Female,Salaried,67447,680,Telangana,51-60
CU004035,37,Female,Salaried,63870,838,"Uttar Pradesh",31-40
CU003413,21,Female,Salaried,44226,860,Maharashtra,21-30
CU003856,47,Female,Salaried,57419,900,Maharashtra,41-50
CU001200,34,Female,Salaried,37424,867,Karnataka,31-40
CU004361,38,Male,Salaried,12000,519,"Andra Pradesh",31-40
CU000301,31,Male,Salaried,65798,741,"West Bengal",31-40
CU004064,36,Male,Salaried,33111,576,"Tamil Nadu",31-40
CU002508,34,Male,"Self Employed",65168,688,Karnataka,31-40
CU000943,50,Female,Salaried,23466,626,Kerala,41-50
CU003992,48,Female,Salaried,14571,838,Kerala,41-50
CU002371,38,Female,"Self Employed",54466,677,"Tamil Nadu",31-40
CU004247,45,Male,Salaried,42020,678,"Tamil Nadu",41-50
CU002523,36,Female,Salaried,54226,729,"Uttar Pradesh",31-40
CU003877,49,Female,"Self Employed",42095,672,Telangana,41-50
CU000464,28,Male,Salaried,93252,750,"Tamil Nadu",21-30
CU000006,23,Male,Salaried,21980,713,,21-30
CU000842,36,Male,Salaried,44859,660,Kerala,31-40
CU001869,37,Female,Salaried,41038,640,Karnataka,31-40
CU000327,32,Male,Salaried,48691,865,"Uttar Pradesh",31-40
CU003970,35,Male,Salaried,68002,548,"Andra Pradesh",31-40
CU004020,34,Male,Salaried,47103,623,"West Bengal",31-40
CU003209,31,Female,"Self Employed",12000,660,"Tamil Nadu",31-40
CU004492,38,Male,"Self Employed",24303,537,Kerala,31-40
CU001465,33,Male,"Self Employed",45647,776,Maharashtra,31-40
CU000893,36,Male,"Self Employed",49431,733,"Andra Pradesh",31-40
CU003132,28,Male,"Self Employed",29212,550,"Uttar Pradesh",21-30
CU002062,21,Female,"Self Employed",31303,671,DELHI,21-30
CU003202,43,Female,"Self Employed",30055,733,Telangana,41-50
CU000695,30,Male,Salaried,71611,760,"Tamil Nadu",21-30
CU000388,21,Male,Salaried,88418,664,Karnataka,21-30
CU002572,38,Male,Salaried,46444,629,,31-40
CU003104,44,Male,"Self Employed",19999,707,Gujarat,41-50
CU004186,30,Male,Salaried,14336,523,"West Bengal",21-30
CU002388,36,Male,Salaried,57704,587,"Andra Pradesh",31-40
CU003334,28,Male,Salaried,47082,762,Gujarat,21-30
CU000604,46,Male,Salaried,34671,662,Delhi,41-50
CU000843,34,Female,Salaried,30430,708,"West Bengal",31-40
CU000323,36,Male,Salaried,53390,745,"West Bengal",31-40
CU002748,65,Male,"Self Employed",45400,747,Maharashtra,"60 Above"
CU001868,35,Male,Salaried,83717,692,Kerala,31-40
CU000866,26,Male,"Self Employed",52113,697,,21-30
CU003062,30,Male,Salaried,38720,675,"Uttar Pradesh",21-30
CU004008,39,Male,Salaried,72578,706,Maharashtra,31-40
CU004271,43,Male,"Self Employed",25911,572,"Andra Pradesh",41-50
CU002614,34,Female,"Self Employed",46547,760,"Uttar Pradesh",31-40
CU004214,29,Male,Salaried,54985,633,"Uttar Pradesh",21-30
CU004388,27,Female,Salaried,30863,606,Gujarat,21-30
CU002564,45,Male,Salaried,45147,582,delhi,41-50
CU003368,49,Female,Salaried,29620,690,Kerala,41-50
CU002603,47,Female,Salaried,60813,750,delhi,41-50
CU001281,23,Male,"Self Employed",12000,900,"Tamil Nadu",21-30
CU003633,40,Male,Salaried,86745,624,"Andra Pradesh",31-40
CU000831,44,Male,Salaried,61215,602,Maharashtra,41-50
CU003150,50,Male,Salaried,43965,601,Delhi,41-50
CU003800,46,Male,Salaried,58077,558,"Uttar Pradesh",41-50
CU001905,44,Female,"Self Employed",37489,635,Delhi,41-50
CU000456,50,Male,"Self Employed",45010,734,Kerala,41-50
CU002121,43,Male,Salaried,58019,618,Kerala,41-50
CU002306,34,Male,Salaried,43376,755,Kerala,31-40
CU002263,48,Male,"Self Employed",37814,637,"Andra Pradesh",41-50
CU002051,40,Male,"Self Employed",50604,758,Maharashtra,31-40
CU001303,21,Male,Salaried,15104,692,"Andra Pradesh",21-30
CU001705,35,Male,Salaried,37765,739,Gujarat,31-40
CU003938,49,Male,"Self Employed",30676,697,Karnataka,41-50
CU004596,33,Male,"Self Employed",49169,478,"Andra Pradesh",31-40
CU004480,28,Male,"Self Employed",46593,667,"West Bengal",21-30
CU001719,49,Male,"Self Employed",43577,749,"Andra Pradesh",41-50
CU002613,41,Male,Salaried,89739,452,Karnataka,41-50
CU004168,24,Male,Salaried,46968,659,Maharashtra,21-30
CU000480,43,Female,Salaried,13037,721,Telangana,41-50
CU003630,35,Male,Salaried,85720,642,"Uttar Pradesh",31-40
CU001176,32,Male,Salaried,26824,831,Kerala,31-40
CU002958,30,Female,"Self Employed",46018,695,Karnataka,21-30
CU003658,27,Male,Salaried,17978,604,Gujarat,21-30
CU000118,28,Male,Salaried,43678,571,Karnataka,21-30
CU001558,21,Male,Salaried,51194,722,Telangana,21-30
CU002863,48,Male,Salaried,35110,677,"Tamil Nadu",41-50
CU003755,32,Male,Salaried,41338,868,"West Bengal",31-40
CU000880,46,Male,"Self Employed",21976,424,Karnataka,41-50
CU001030,49,Male,Salaried,59456,690,Kerala,41-50
CU003283,36,Male,Salaried,63561,593,"West Bengal",31-40
CU000467,44,Male,Salaried,56836,689,Gujarat,41-50
CU002266,48,Male,Salaried,68099,697,Delhi,41-50
CU004190,40,Female,Salaried,15358,694,"Tamil Nadu",31-40
CU004140,21,Female,Salaried,40098,580,Maharashtra,21-30
CU001161,22,Female,Salaried,40589,700,Karnataka,21-30
CU003084,29,Male,"Self Employed",12000,711,"Tamil Nadu",21-30
CU001970,38,Male,"Self Employed",54127,646,Karnataka,31-40
CU001357,60,Male,Salaried,82349,644,"Uttar Pradesh",51-60
CU001902,23,Female,Salaried,47622,759,"Andra Pradesh",21-30
CU001976,34,Male,Salaried,69328,693,DELHI,31-40
CU000777,40,Female,Salaried,66486,653,"Andra Pradesh",31-40
CU002653,31,Female,Salaried,43282,673,"Uttar Pradesh",31-40
CU000569,31,Female,"Self Employed",12000,738,"Uttar Pradesh",31-40
CU001787,27,Male,"Self Employed",51863,609,Karnataka,21-30
CU004499,37,Female,Salaried,49825,716,Kerala,31-40
CU004010,26,Female,Salaried,48510,758,Delhi,21-30
CU000026,37,Male,Salaried,46204,900,"West Bengal",31-40
CU003127,36,Female,Salaried,34562,811,Telangana,31-40
CU001258,41,Female,"Self Employed",37322,698,"West Bengal",41-50
CU001999,27,Male,"Self Employed",14405,456,"Tamil Nadu",21-30
CU000085,59,Male,Salaried,28834,488,Maharashtra,51-60
CU001666,58,Male,"Self Employed",67074,645,Maharashtra,51-60
CU003488,27,Male,"Self Employed",50840,900,Delhi,21-30
CU004405,29,Male,"Self Employed",40141,776,Telangana,21-30
CU002686,35,Female,"Self Employed",12000,642,"West Bengal",31-40
CU002790,47,Male,"Self Employed",25471,767,"Uttar Pradesh",41-50
CU000756,35,Male,Salaried,46045,584,"Andra Pradesh",31-40
CU002144,44,Male,Salaried,58735,622,"Andra Pradesh",41-50
CU002200,36,Female,Salaried,31070,847,"Uttar Pradesh",31-40
CU003904,25,Female,"Self Employed",52340,705,Telangana,21-30
CU002126,21,Male,Salaried,16504,660,"Uttar Pradesh",21-30
CU002437,36,Male,Salaried,39397,648,"Uttar Pradesh",31-40
CU003210,35,Female,"Self Employed",40004,727,"Tamil Nadu",31-40
CU000732,21,Male,"Self Employed",21933,528,"West Bengal",21-30
CU002221,53,Male,Salaried,14848,652,"Tamil Nadu",51-60
CU004087,50,Female,"Self Employed",34054,789,"West Bengal",41-50
CU000531,49,Male,"Self Employed",38318,677,Maharashtra,41-50
CU004525,24,Male,"Self Employed",21036,631,"West Bengal",21-30
CU001480,38,Male,Salaried,23062,753,Telangana,31-40
CU002784,34,Male,"Self Employed",56736,655,Telangana,31-40
CU002003,23,Female,"Self Employed",26514,789,Maharashtra,21-30
CU001362,41,Male,"Self Employed",50824,647,Telangana,41-50
CU004507,21,Male,"Self Employed",72402,792,"West Bengal",21-30
CU003667,51,Female,"Self Employed",45324,685,Karnataka,51-60
CU004236,35,Male,Salaried,61357,701,Gujarat,31-40
CU000180,52,Male,"Self Employed",36089,810,Maharashtra,51-60
CU004022,31,Male,Salaried,63063,498,DELHI,31-40
CU002758,46,Male,"Self Employed",15996,661,"Tamil Nadu",41-50
CU002986,31,Male,"Self Employed",27960,706,"West Bengal",31-40
CU002860,41,Male,"Self Employed",98592,625,Maharashtra,41-50
CU001185,30,Male,Salaried,57891,628,Gujarat,21-30
CU001715,49,Male,"Self Employed",12000,694,Karnataka,41-50
CU003123,26,Male,"Self Employed",35536,838,Karnataka,21-30
CU003185,35,Female,Salaried,75233,878,Maharashtra,31-40
CU002056,35,Male,"Self Employed",25556,687,Maharashtra,31-40
CU002719,22,Male,Salaried,88684,703,"Tamil Nadu",21-30
CU002081,23,Male,Salaried,59679,651,Kerala,21-30
CU001794,37,Female,"Self Employed",41522,800,"Andra Pradesh",31-40
CU000239,38,Male,Salaried,12000,762,"Andra Pradesh",31-40
CU000128,45,Male,"Self Employed",15428,782,"Uttar Pradesh",41-50
CU000355,36,Male,"Self Employed",108862,641,"West Bengal",31-40
CU000165,28,Male,Salaried,66072,724,"West Bengal",21-30
CU001511,40,Female,Salaried,32383,718,Maharashtra,31-40
CU004104,42,Male,"Self Employed",58905,781,"West Bengal",41-50
CU002320,40,Male,Salaried,27988,810,Karnataka,31-40
CU003200,31,Male,"Self Employed",36995,850,Gujarat,31-40
CU001891,43,Male,Salaried,42608,676,Maharashtra,41-50
CU001320,39,Male,"Self Employed",12000,627,Delhi,31-40
